link,title,price,city,square_footage,desc,bed_bath,attributes
https://orangecounty.craigslist.org/apa/d/lake-forest-lake-forest-irvine-master/7253031535.html,LAKE FOREST/IRVINE-MASTER SUITE-FURNISHED-REMODELED,"$1,100",Lake Forest,1000ft2,"This property is completely newly remodeled master suite with your own private bathroom and washroom in a large house  on the border of Irvine and Lake Forest in OC's best-known, quiet, pleasant, safe, clean, scenic community. It's close by Irvine Business Park, Lake and Lake Forest Business Park, only a few minute drive to Irvine Spectrum, Costco, OC Airport, Irvine Railroad Station, Broadcom, 99 Ranch Market and malls; 15-minute drive to UCI, Irvine Valley College and Saddleback College; and fast access to FWY5, FWY405 and FWY240. Walking distance to the gym/fitness center and award winning schools., This master suite is newly remodeled with granite topped vanity, new mirror and lighting, shower-room, toilet, crown molding etc. Brand new kitchen, appliances /washer/dryer, plus simple furniture and utilities. Parking is very spacious and safe in this enclosed community street! NO smoking, drugs, alcohol, parties or pets please due to allergy. TEXT, Email or Call 949-five three two-8035 to leave name and phone number for viewing appointment if you are AN interested responsible, respectful, clean, easy-going and quiet professional / individual. Thx!    ",1BR / 1Ba,"furnished, house, laundry in bldg, off-street parking"
https://orangecounty.craigslist.org/apa/d/dana-point-home-features-include-open/7252948370.html,Home features include open floor layout with bright ambiance.,"$3,715",Dana Point,,"Looking for a house close to the beach? Here's the one perfect for you. You will have easy access to the beach as well as other conveniences like stores, dining places, hiking trails and many more. Community is gated and secured. You will enjoy the amenities offered without worries. Home features include open floor layout with bright ambiance. Contact us now to know more on this property., Prop ID 24969CJ    ",3BR / 2Ba,"house, w/d in unit, attached garage"
https://orangecounty.craigslist.org/apa/d/anaheim-home-mile-to-disney-bedrooms/7249520164.html,+Home 1 Mile to Disney / 4 bedrooms / 3 bath+,"$3,200",842 S Dickel St,,"Home 1 Mile to Disney / 4 bedrooms / 3 bath ! $3,200 monthly rent + 2 month deposit, Two master suites one with Cal King Bed and private bath, one with Queen bed and private bath.  Two  bedrooms both with full over full bunk beds and share a bathroom in the hall.  All bedrooms have 43' plasmas TV's with cable.  , All bedrooms have upgraded carpet. Laminate wood and tile floors throughout the rest of the home. Open concept kitchen with custom cherry wood paneled cabinetry with stainless steel appliances and granite countertops. The dining room seats eight comfortably. Home has central heating and air conditioning, There is a beautiful pool in the rear yard, with natural gas BBQ and outdoor seating. All furniture, furnishings are brand new as of Apr 2012 (can be rented unfurnished upon request). The home was remodeled inside and out.  , Parking for 2 vehicles, Minimum Stay 3 months, Gas, electric, trash, water, sewer included, To view, call or text Craig or leave number ., Fully Furnished, Modern 1BR in the heart of Koreatown w/ Gym + Spa, Rates may vary upon exact move in and move out dates. We also offer custom pricing for any duration., Book now the lowest rate for a 12+ months lease at $2,480 / mo., Indicative prices/duration:, 6 months lease: from $2,650 / mo, 3 months lease: from $2,690 / mo, 2 months lease: from $2,740 / mo, 1 month lease: from $2,790 / mo, *Prices quoted are: (1) based on moving in the first day the unit becomes available, (2) applicable only if billed upfront; can be higher if billed in multiple payments, and (3) exclusive of any taxes or utilities., Show up and start living from day one in Los Angeles with this cheery one-bedroom Blueground, apartment. You’ll love coming home to this thoughtfully furnished, beautifully designed, and, fully-equipped Koreatown, home. (ID #LAX30), Designed With You In Mind, As with any Blueground apartment, you’ll find a thoughtfully designed space complete with beautiful furniture and a, fully-equipped kitchen in this one-bedroom property. And, thanks to our superior quality mattresses, luxury linens, and, towels, you can relax knowing you’ll always feel comfortably at home. When you’re ready for some fun, you can take in, the Los Angeles vibes or bring the entertainment to you with the premium wireless speaker or smart, TV. This apartment also offers in-apartment laundry., Sleeping Arrangements, King Bed, 70.8in/180cm, Amenities, Building amenities unique to this one-bedroom apartment include an on-site:, - Pet Friendly, - Swimming Pool, - Gym, - Indoor Parking, - Roof Deck, - Garden, - Bike Storage, - Elevator, Arrival and ongoing support, The entire apartment is yours to enjoy! You’ll either be personally greeted by a Blueground team member or given self check-in instructions., Throughout your stay, you’ll have access to our Client Experience team around the clock through the Blueground App. You can schedule additional cleanings, submit maintenance requests, and view our neighborhood recommendations with just a few taps., We’ll share all details upon confirmation of your stay., Ideally Located, This lovely furnished rental is located in Koreatown, a trendy LA neighborhood with amazing proximity and much to offer. With a central location, Hollywood, Mid-Wilshire, and DTLA are only 15 mins away. Koreatown has transformed to a co-mingling, vibrant city of diverse young professionals. You certainly won’t have trouble finding a bite to eat or a place to relax at the end of the evening with hip bars and restaurants in the neighborhood. The area's multiple Metro stops makes hopping between Koreatown's attractions all the easier from Western to Vermont, and Beverly to Olympic., A Few Things To Note, This Blueground apartment can be booked for a minimum of one month, to a year or more., Pets are welcome, though weight limits and breed restrictions apply and may incur fees., Parking is offered based on availability and is subject to a fee., As guidelines evolve around COVID-19, certain community amenities may have temporarily restricted access., We take great pride in ensuring every photo displayed is shot in our own apartments with our actual furnishings. That said, we regularly refresh our decor and furniture arrangement, which may differ from what’s pictured., A single-story beach home ... now available for lease !!, A single-story beach home with no shared walls and a driveway is now available for lease. Steps from the ocean of the Peninsula in Long Beach, this lovely unfurnished home offers new carpet, a driveway for a compact car, a private patio off the living room area, fireplace in the living room, beautiful open beam ceiling, gas stove, refrigerator, bathtub/shower in tub, ceramic tile in the bathroom. This one-bedroom one-bath approximately 700 sqft. has no common walls, no one above or below. This home offers absolute privacy in the beach community and everything else the beach community has to offer - paddleboarding, kayaking, biking, walk to kitesurfing and kiteboarding beach! No pet allowed. Prefer a two-year lease. Text listing agent to schedule a private tour., New York style loft top-floor, TWO bedroom APT, Spacious and warm, top-floor, TWO bedroom, New York style loft with skylights, brick walls, wood and concrete flooring, and 21 foot raftered ceilings in the historic Kress Lofts building of downtown Long Beach. Large Master Bedroom area is complimented by a highly desirable enclosed bedroom and a third bedroom/office area accessed by circular stairway to a second floor. An abundance of closets and storage space accent a Master Bathroom with double vanity and guest bathroom with tub. Premium amenities throughout include a gas ignited eight burner Viking range/double stove, Bosch dishwasher,Samsung 4-door refrigerator, Kenmore Elite high efficiency washer/dryer, and wood-burning fireplace. One of only a few Kress Lofts units available with covered, secured parking for 3 vehicles. Luxurious downtown living steps from the gentrified North Pine Avenue area and easy walking or biking to the nearby Downtown Long Beach entertainment district, East Village, Pike at Rainbow Harbor and beaches.    ",4BR / 3Ba,"furnished, house, w/d in unit, attached garage, rent period: monthly"
https://orangecounty.craigslist.org/apa/d/anaheim-bed-bath-house-available-for/7252762506.html,4 Bed 3 Bath House available for rent [#CA510333],"$5,800",Anaheim,1823ft2,"Gorgeous Fully Furnished and Stocked single story house. 4 spacious bedrooms and 3.5 bathrooms, and a big game room, beautifully decorated, with top of line beddings. Its a vacation home surrounded with lots of palm trees. Big pool and spa in the backyard, park like lawn area. Its a paradise for retreat. The pool can be heated. Therere pool table, Game station, ping-pong table, Foosball table and Card Game table in the game room. One big master bedroom with 2 queen beds. Kids room with lots of bunk beds.    ",4BR / 3Ba,"house, no laundry on site, attached garage"
https://orangecounty.craigslist.org/apa/d/corona-bdrm-bath-house-on-oc-border/7252659174.html,3 Bdrm 2 bath house (on OC border),"$2,450",Green River Homes By Golf Course,1232ft2,"SF home in Green River gated community, on OC border, easy fwy/tollroad access. 3-bd, 2-ba; vaulted-ceiling living rm w fireplace, floating wood & tile flooring thru'out, central heating & air. Kitchen & dining area are spacious; gas stove & oven, dishwasher. Master bd has vaulted ceilings, walk-in closet, master bath w full tub & shower, dual-sink vanity. Other bdrms large. 2nd bath also has full tub & shower. Private backyard perfect to entertain or relax. Attached 2-car garage; direct access to house; laundry hookups. 24/7/365 guarded entrance, access to beautiful clubhouse, Olympic-sized pool, spa, baby pool, BBQ's, gym w/ weights & machines, basketball & tennis courts, kids' ""tot-lot"", dog park., Additional Features, • Cable/Satellite Dish Ready, • Ceiling Fan, • Front Patio Porch Swing, • Nearby high-rated schools, • Move-in ready    ",3BR / 2Ba,"application fee details: credit check & background check, flooring: other, house, w/d hookups, no smoking, attached garage, rent period: yearly"
https://orangecounty.craigslist.org/apa/d/san-clemente-beach-house-in-southwest/7252643013.html,Beach house in southwest neighborhood priced to rent fast!,"$5,700",Lost Winds,1500ft2,"Beach Cottage 2 blocks from Lost Winds and a short bike ride a way from one of San Clemente’s beaches best Riviera. , Brand New complete remodel inside the house with all brand new stainless steel appliances high end grade. Brand New washer and dryer in unit. , Massive 3 car garage with newly epoxy floors. Tons of storage, 3 bedroom 2 bathrooms Front deck with Ocean View, Master has a brand new very large shower and walk in closet. Also has access to the front deck with viea w of the ocean. Also has ocean view from inside master window. , Second bedroom also has access to the front deck. , Kitchen is open concept with a large island with costume cabinetry allowing tons of storage. , Island has an extra prep sink for cooking., Quartz countertop, Main sink is an extra large farmhouse sink, Open living room with vaulted ceilings, brand new flooring and carpet throughout, Large newly remodeled back yard with built in gas firepit. , Pet friendly turf grass and outside shower., Walking distance to a well desired elementry school Concordia. , Quiet friendly neighborhood.    ",3BR / 2Ba,"cats are OK - purrr, dogs are OK - wooof, flooring: wood, house, w/d in unit, attached garage"
https://orangecounty.craigslist.org/apa/d/lake-forest-lake-forest-irvine-master/7252603758.html,LAKE FOREST/IRVINE-MASTER SUITE-FURNISHED-REMODELED,"$1,100",Lake Forest,1000ft2,"This property is completely newly remodeled master suite with your own private bathroom and washroom in a large house  on the border of Irvine and Lake Forest in OC's best-known, quiet, pleasant, safe, clean, scenic community. It's close by Irvine Business Park, Lake and Lake Forest Business Park, only a few minute drive to Irvine Spectrum, Costco, OC Airport, Irvine Railroad Station, Broadcom, 99 Ranch Market and malls; 15-minute drive to UCI, Irvine Valley College and Saddleback College; and fast access to FWY5, FWY405 and FWY240. Walking distance to the gym/fitness center and award winning schools., This master suite is newly remodeled with granite topped vanity, new mirror and lighting, shower-room, toilet, crown molding etc. Brand new kitchen, appliances /washer/dryer, plus simple furniture and utilities. Parking is very spacious and safe in this enclosed community street! NO smoking, drugs, alcohol, parties or pets please due to allergy. TEXT, Email or Call 949-five three two-8035 to leave name and phone number for viewing appointment if you are AN interested responsible, respectful, clean, easy-going and quiet professional / individual. Thx!    ",1BR / 1Ba,"furnished, house, laundry in bldg, off-street parking"
https://orangecounty.craigslist.org/apa/d/lake-forest-lake-forest-irvine-master/7252603646.html,LAKE FOREST/IRVINE-MASTER SUITE-FURNISHED-REMODELED,"$1,100",Lake Forest,1000ft2,"This property is completely newly remodeled master suite with your own private bathroom and washroom in a large house  on the border of Irvine and Lake Forest in OC's best-known, quiet, pleasant, safe, clean, scenic community. It's close by Irvine Business Park, Lake and Lake Forest Business Park, only a few minute drive to Irvine Spectrum, Costco, OC Airport, Irvine Railroad Station, Broadcom, 99 Ranch Market and malls; 15-minute drive to UCI, Irvine Valley College and Saddleback College; and fast access to FWY5, FWY405 and FWY240. Walking distance to the gym/fitness center and award winning schools., This master suite is newly remodeled with granite topped vanity, new mirror and lighting, shower-room, toilet, crown molding etc. Brand new kitchen, appliances /washer/dryer, plus simple furniture and utilities. Parking is very spacious and safe in this enclosed community street! NO smoking, drugs, alcohol, parties or pets please due to allergy. TEXT, Email or Call 949-five three two-8035 to leave name and phone number for viewing appointment if you are AN interested responsible, respectful, clean, easy-going and quiet professional / individual. Thx!    ",1BR / 1Ba,"furnished, house, laundry in bldg, off-street parking"
https://orangecounty.craigslist.org/apa/d/lake-forest-lake-forest-irvine-master/7252603489.html,LAKE FOREST/IRVINE-MASTER SUITE-FURNISHED-REMODELED,"$1,100",Lake Forest,1000ft2,"This property is completely newly remodeled master suite with your own private bathroom and washroom in a large house  on the border of Irvine and Lake Forest in OC's best-known, quiet, pleasant, safe, clean, scenic community. It's close by Irvine Business Park, Lake and Lake Forest Business Park, only a few minute drive to Irvine Spectrum, Costco, OC Airport, Irvine Railroad Station, Broadcom, 99 Ranch Market and malls; 15-minute drive to UCI, Irvine Valley College and Saddleback College; and fast access to FWY5, FWY405 and FWY240. Walking distance to the gym/fitness center and award winning schools., This master suite is newly remodeled with granite topped vanity, new mirror and lighting, shower-room, toilet, crown molding etc. Brand new kitchen, appliances /washer/dryer, plus simple furniture and utilities. Parking is very spacious and safe in this enclosed community street! NO smoking, drugs, alcohol, parties or pets please due to allergy. TEXT, Email or Call 949-five three two-8035 to leave name and phone number for viewing appointment if you are AN interested responsible, respectful, clean, easy-going and quiet professional / individual. Thx!    ",1BR / 1Ba,"furnished, house, laundry in bldg, off-street parking"
https://orangecounty.craigslist.org/apa/d/lake-forest-lake-forest-irvine-master/7252603290.html,LAKE FOREST/IRVINE-MASTER SUITE-FURNISHED-REMODELED,"$1,100",Lake Forest,1000ft2,"This property is completely newly remodeled master suite with your own private bathroom and washroom in a large house  on the border of Irvine and Lake Forest in OC's best-known, quiet, pleasant, safe, clean, scenic community. It's close by Irvine Business Park, Lake and Lake Forest Business Park, only a few minute drive to Irvine Spectrum, Costco, OC Airport, Irvine Railroad Station, Broadcom, 99 Ranch Market and malls; 15-minute drive to UCI, Irvine Valley College and Saddleback College; and fast access to FWY5, FWY405 and FWY240. Walking distance to the gym/fitness center and award winning schools., This master suite is newly remodeled with granite topped vanity, new mirror and lighting, shower-room, toilet, crown molding etc. Brand new kitchen, appliances /washer/dryer, plus simple furniture and utilities. Parking is very spacious and safe in this enclosed community street! NO smoking, drugs, alcohol, parties or pets please due to allergy. TEXT, Email or Call 949-five three two-8035 to leave name and phone number for viewing appointment if you are AN interested responsible, respectful, clean, easy-going and quiet professional / individual. Thx!    ",1BR / 1Ba,"furnished, house, laundry in bldg, off-street parking"
https://orangecounty.craigslist.org/apa/d/san-clemente-newly-remodeled-beach/7252380005.html,Newly Remodeled Beach Cottage In lost winds and Rivi community,"$5,700",Southwest,1400ft2,"Beach Cottage 2 blocks from Lost Winds and a short bike ride a way from one of San Clemente’s beaches best Riviera. , Brand New complete remodel inside the house with all brand new stainless steel appliances high end grade. Brand New washer and dryer in unit. , Massive 3 car garage with newly epoxy floors. Tons of storage, 3 bedroom 2 bathrooms  Front deck with Ocean View, Master has a brand new very large shower and walk in closet. Also has access to the front deck with viea w of the ocean. Also has ocean view from inside master window. , Second bedroom also has access to the front deck. , Kitchen is open concept with a large island with costume cabinetry allowing tons of storage. , Island has an extra prep sink for cooking., Quartz countertop, Main sink is an extra large farmhouse sink, Open living room with vaulted ceilings, brand new flooring and carpet throughout, Large newly remodeled back yard with built in gas firepit. , Pet friendly turf grass and outside shower., Walking distance to a well desired elementry school Concordia. , Quiet friendly neighborhood.",3BR / 2Ba,"cats are OK - purrr, flooring: other, house, w/d in unit, attached garage, rent period: yearly"
https://orangecounty.craigslist.org/apa/d/san-clemente-ocean-view-southwest-beach/7252380828.html,Ocean View Southwest Beach House for Rent,"$5,700",Southwest Lost Winds,1400ft2,"Beach Cottage 2 blocks from Lost Winds and a short bike ride a way from one of San Clemente’s beaches best Riviera. , Brand New complete remodel inside the house with all brand new stainless steel appliances high end grade. Brand New washer and dryer in unit. , Massive 3 car garage with newly epoxy floors. Tons of storage, 3 bedroom 2 bathrooms Front deck with Ocean View, Master has a brand new very large shower and walk in closet. Also has access to the front deck with viea w of the ocean. Also has ocean view from inside master window. , Second bedroom also has access to the front deck. , Kitchen is open concept with a large island with costume cabinetry allowing tons of storage. , Island has an extra prep sink for cooking., Quartz countertop, Main sink is an extra large farmhouse sink, Open living room with vaulted ceilings, brand new flooring and carpet throughout, Large newly remodeled back yard with built in gas firepit. , Pet friendly turf grass and outside shower., Walking distance to a well desired elementry school Concordia. , Quiet friendly neighborhood.    ",3BR / 2Ba,"cats are OK - purrr, flooring: wood, house, w/d in unit, attached garage, rent period: yearly"
https://orangecounty.craigslist.org/apa/d/laguna-woods-private-bath-private-access/7239092870.html,Private bath/ private access,"$1,000",Laguna Hills/ Irvine,130ft2,"Private access room with private bath, no kitchen but share refg/ micro, similar to hotel setup., Looking for tenant work near by Laguna Hills DMV. Must show proof of income. Good credit history. No smoking, no pet, no party, no visitor allow. , House rule, everyone under the roof pay rent. Practice C19 rule., Please let know little about you. Why you are moving...    ",1BR / 1Ba,"house, no laundry on site, off-street parking"
https://orangecounty.craigslist.org/apa/d/lake-forest-lake-forest-irvine-master/7252231811.html,LAKE FOREST/IRVINE-MASTER SUITE-FURNISHED-REMODELED,"$1,100",Lake Forest,1000ft2,"This property is completely newly remodeled master suite with your own private bathroom and washroom in a large house  on the border of Irvine and Lake Forest in OC's best-known, quiet, pleasant, safe, clean, scenic community. It's close by Irvine Business Park, Lake and Lake Forest Business Park, only a few minute drive to Irvine Spectrum, Costco, OC Airport, Irvine Railroad Station, Broadcom, 99 Ranch Market and malls; 15-minute drive to UCI, Irvine Valley College and Saddleback College; and fast access to FWY5, FWY405 and FWY240. Walking distance to the gym/fitness center and award winning schools., This master suite is newly remodeled with granite topped vanity, new mirror and lighting, shower-room, toilet, crown molding etc. Brand new kitchen, appliances /washer/dryer, plus simple furniture and utilities. Parking is very spacious and safe in this enclosed community street! NO smoking, drugs, alcohol, parties or pets please due to allergy. TEXT, Email or Call 949-five three two-8035 to leave name and phone number for viewing appointment if you are AN interested responsible, respectful, clean, easy-going and quiet professional / individual. Thx!    ",1BR / 1Ba,"furnished, house, laundry in bldg, off-street parking"
https://orangecounty.craigslist.org/apa/d/lake-forest-lake-forest-irvine-master/7252231756.html,LAKE FOREST/IRVINE-MASTER SUITE-FURNISHED-REMODELED,"$1,100",Lake Forest,1000ft2,"This property is completely newly remodeled master suite with your own private bathroom and washroom in a large house  on the border of Irvine and Lake Forest in OC's best-known, quiet, pleasant, safe, clean, scenic community. It's close by Irvine Business Park, Lake and Lake Forest Business Park, only a few minute drive to Irvine Spectrum, Costco, OC Airport, Irvine Railroad Station, Broadcom, 99 Ranch Market and malls; 15-minute drive to UCI, Irvine Valley College and Saddleback College; and fast access to FWY5, FWY405 and FWY240. Walking distance to the gym/fitness center and award winning schools., This master suite is newly remodeled with granite topped vanity, new mirror and lighting, shower-room, toilet, crown molding etc. Brand new kitchen, appliances /washer/dryer, plus simple furniture and utilities. Parking is very spacious and safe in this enclosed community street! NO smoking, drugs, alcohol, parties or pets please due to allergy. TEXT, Email or Call 949-five three two-8035 to leave name and phone number for viewing appointment if you are AN interested responsible, respectful, clean, easy-going and quiet professional / individual. Thx!    ",1BR / 1Ba,"furnished, house, laundry in bldg, off-street parking"
https://orangecounty.craigslist.org/apa/d/lake-forest-lake-forest-irvine-master/7252231707.html,LAKE FOREST/IRVINE-MASTER SUITE-FURNISHED-REMODELED,"$1,100",Lake Forest,1000ft2,"This property is completely newly remodeled master suite with your own private bathroom and washroom in a large house  on the border of Irvine and Lake Forest in OC's best-known, quiet, pleasant, safe, clean, scenic community. It's close by Irvine Business Park, Lake and Lake Forest Business Park, only a few minute drive to Irvine Spectrum, Costco, OC Airport, Irvine Railroad Station, Broadcom, 99 Ranch Market and malls; 15-minute drive to UCI, Irvine Valley College and Saddleback College; and fast access to FWY5, FWY405 and FWY240. Walking distance to the gym/fitness center and award winning schools., This master suite is newly remodeled with granite topped vanity, new mirror and lighting, shower-room, toilet, crown molding etc. Brand new kitchen, appliances /washer/dryer, plus simple furniture and utilities. Parking is very spacious and safe in this enclosed community street! NO smoking, drugs, alcohol, parties or pets please due to allergy. TEXT, Email or Call 949-five three two-8035 to leave name and phone number for viewing appointment if you are AN interested responsible, respectful, clean, easy-going and quiet professional / individual. Thx!    ",1BR / 1Ba,"furnished, house, laundry in bldg, off-street parking"
https://orangecounty.craigslist.org/apa/d/lake-forest-lake-forest-irvine-master/7252109546.html,LAKE FOREST/IRVINE-MASTER SUITE-FURNISHED-REMODELED,"$1,100",Lake Forest,1000ft2,"This property is completely newly remodeled master suite with your own private bathroom and washroom in a large house  on the border of Irvine and Lake Forest in OC's best-known, quiet, pleasant, safe, clean, scenic community. It's close by Irvine Business Park, Lake and Lake Forest Business Park, only a few minute drive to Irvine Spectrum, Costco, OC Airport, Irvine Railroad Station, Broadcom, 99 Ranch Market and malls; 15-minute drive to UCI, Irvine Valley College and Saddleback College; and fast access to FWY5, FWY405 and FWY240. Walking distance to the gym/fitness center and award winning schools., This master suite is newly remodeled with granite topped vanity, new mirror and lighting, shower-room, toilet, crown molding etc. Brand new kitchen, appliances /washer/dryer, plus simple furniture and utilities. Parking is very spacious and safe in this enclosed community street! NO smoking, drugs, alcohol, parties or pets please due to allergy. TEXT, Email or Call 949-five three two-8035 to leave name and phone number for viewing appointment if you are AN interested responsible, respectful, clean, easy-going and quiet professional / individual. Thx!    ",1BR / 1Ba,"furnished, house, laundry in bldg, off-street parking"
https://orangecounty.craigslist.org/apa/d/lake-forest-lake-forest-irvine-master/7252109494.html,LAKE FOREST/IRVINE-MASTER SUITE-FURNISHED-REMODELED,"$1,100",Lake Forest,1000ft2,"This property is completely newly remodeled master suite with your own private bathroom and washroom in a large house  on the border of Irvine and Lake Forest in OC's best-known, quiet, pleasant, safe, clean, scenic community. It's close by Irvine Business Park, Lake and Lake Forest Business Park, only a few minute drive to Irvine Spectrum, Costco, OC Airport, Irvine Railroad Station, Broadcom, 99 Ranch Market and malls; 15-minute drive to UCI, Irvine Valley College and Saddleback College; and fast access to FWY5, FWY405 and FWY240. Walking distance to the gym/fitness center and award winning schools., This master suite is newly remodeled with granite topped vanity, new mirror and lighting, shower-room, toilet, crown molding etc. Brand new kitchen, appliances /washer/dryer, plus simple furniture and utilities. Parking is very spacious and safe in this enclosed community street! NO smoking, drugs, alcohol, parties or pets please due to allergy. TEXT, Email or Call 949-five three two-8035 to leave name and phone number for viewing appointment if you are AN interested responsible, respectful, clean, easy-going and quiet professional / individual. Thx!    ",1BR / 1Ba,"furnished, house, laundry in bldg, off-street parking"
https://orangecounty.craigslist.org/apa/d/lake-forest-lake-forest-irvine-master/7252109432.html,LAKE FOREST/IRVINE-MASTER SUITE-FURNISHED-REMODELED,"$1,100",Lake Forest,1000ft2,"This property is completely newly remodeled master suite with your own private bathroom and washroom in a large house  on the border of Irvine and Lake Forest in OC's best-known, quiet, pleasant, safe, clean, scenic community. It's close by Irvine Business Park, Lake and Lake Forest Business Park, only a few minute drive to Irvine Spectrum, Costco, OC Airport, Irvine Railroad Station, Broadcom, 99 Ranch Market and malls; 15-minute drive to UCI, Irvine Valley College and Saddleback College; and fast access to FWY5, FWY405 and FWY240. Walking distance to the gym/fitness center and award winning schools., This master suite is newly remodeled with granite topped vanity, new mirror and lighting, shower-room, toilet, crown molding etc. Brand new kitchen, appliances /washer/dryer, plus simple furniture and utilities. Parking is very spacious and safe in this enclosed community street! NO smoking, drugs, alcohol, parties or pets please due to allergy. TEXT, Email or Call 949-five three two-8035 to leave name and phone number for viewing appointment if you are AN interested responsible, respectful, clean, easy-going and quiet professional / individual. Thx!    ",1BR / 1Ba,"furnished, house, laundry in bldg, off-street parking"
https://orangecounty.craigslist.org/apa/d/lake-forest-lake-forest-irvine-master/7252109381.html,LAKE FOREST/IRVINE-MASTER SUITE-FURNISHED-REMODELED,"$1,100",Lake Forest,1000ft2,"This property is completely newly remodeled master suite with your own private bathroom and washroom in a large house  on the border of Irvine and Lake Forest in OC's best-known, quiet, pleasant, safe, clean, scenic community. It's close by Irvine Business Park, Lake and Lake Forest Business Park, only a few minute drive to Irvine Spectrum, Costco, OC Airport, Irvine Railroad Station, Broadcom, 99 Ranch Market and malls; 15-minute drive to UCI, Irvine Valley College and Saddleback College; and fast access to FWY5, FWY405 and FWY240. Walking distance to the gym/fitness center and award winning schools., This master suite is newly remodeled with granite topped vanity, new mirror and lighting, shower-room, toilet, crown molding etc. Brand new kitchen, appliances /washer/dryer, plus simple furniture and utilities. Parking is very spacious and safe in this enclosed community street! NO smoking, drugs, alcohol, parties or pets please due to allergy. TEXT, Email or Call 949-five three two-8035 to leave name and phone number for viewing appointment if you are AN interested responsible, respectful, clean, easy-going and quiet professional / individual. Thx!    ",1BR / 1Ba,"furnished, house, laundry in bldg, off-street parking"
https://orangecounty.craigslist.org/apa/d/lake-forest-lake-forest-irvine-master/7252109328.html,LAKE FOREST/IRVINE-MASTER SUITE-FURNISHED-REMODELED,"$1,100",Lake Forest,1000ft2,"This property is completely newly remodeled master suite with your own private bathroom and washroom in a large house  on the border of Irvine and Lake Forest in OC's best-known, quiet, pleasant, safe, clean, scenic community. It's close by Irvine Business Park, Lake and Lake Forest Business Park, only a few minute drive to Irvine Spectrum, Costco, OC Airport, Irvine Railroad Station, Broadcom, 99 Ranch Market and malls; 15-minute drive to UCI, Irvine Valley College and Saddleback College; and fast access to FWY5, FWY405 and FWY240. Walking distance to the gym/fitness center and award winning schools., This master suite is newly remodeled with granite topped vanity, new mirror and lighting, shower-room, toilet, crown molding etc. Brand new kitchen, appliances /washer/dryer, plus simple furniture and utilities. Parking is very spacious and safe in this enclosed community street! NO smoking, drugs, alcohol, parties or pets please due to allergy. TEXT, Email or Call 949-five three two-8035 to leave name and phone number for viewing appointment if you are AN interested responsible, respectful, clean, easy-going and quiet professional / individual. Thx!    ",1BR / 1Ba,"furnished, house, laundry in bldg, off-street parking"
https://orangecounty.craigslist.org/apa/d/lake-forest-lake-forest-irvine-master/7252045608.html,LAKE FOREST/IRVINE-MASTER SUITE-FURNISHED-REMODELED,"$1,100",Lake Forest,1000ft2,"This property is completely newly remodeled master suite with your own private bathroom and washroom in a large house  on the border of Irvine and Lake Forest in OC's best-known, quiet, pleasant, safe, clean, scenic community. It's close by Irvine Business Park, Lake and Lake Forest Business Park, only a few minute drive to Irvine Spectrum, Costco, OC Airport, Irvine Railroad Station, Broadcom, 99 Ranch Market and malls; 15-minute drive to UCI, Irvine Valley College and Saddleback College; and fast access to FWY5, FWY405 and FWY240. Walking distance to the gym/fitness center and award winning schools., This master suite is newly remodeled with granite topped vanity, new mirror and lighting, shower-room, toilet, crown molding etc. Brand new kitchen, appliances /washer/dryer, plus simple furniture and utilities. Parking is very spacious and safe in this enclosed community street! NO smoking, drugs, alcohol, parties or pets please due to allergy. TEXT, Email or Call 949-five three two-8035 to leave name and phone number for viewing appointment if you are AN interested responsible, respectful, clean, easy-going and quiet professional / individual. Thx!    ",1BR / 1Ba,"furnished, house, laundry in bldg, off-street parking"
https://orangecounty.craigslist.org/apa/d/lake-forest-lake-forest-irvine-master/7252045446.html,LAKE FOREST/IRVINE-MASTER SUITE-FURNISHED-REMODELED,"$1,100",Lake Forest,1000ft2,"This property is completely newly remodeled master suite with your own private bathroom and washroom in a large house  on the border of Irvine and Lake Forest in OC's best-known, quiet, pleasant, safe, clean, scenic community. It's close by Irvine Business Park, Lake and Lake Forest Business Park, only a few minute drive to Irvine Spectrum, Costco, OC Airport, Irvine Railroad Station, Broadcom, 99 Ranch Market and malls; 15-minute drive to UCI, Irvine Valley College and Saddleback College; and fast access to FWY5, FWY405 and FWY240. Walking distance to the gym/fitness center and award winning schools., This master suite is newly remodeled with granite topped vanity, new mirror and lighting, shower-room, toilet, crown molding etc. Brand new kitchen, appliances /washer/dryer, plus simple furniture and utilities. Parking is very spacious and safe in this enclosed community street! NO smoking, drugs, alcohol, parties or pets please due to allergy. TEXT, Email or Call 949-five three two-8035 to leave name and phone number for viewing appointment if you are AN interested responsible, respectful, clean, easy-going and quiet professional / individual. Thx!    ",1BR / 1Ba,"furnished, house, laundry in bldg, off-street parking"
