link,bbfrodo,price
https://orangecounty.craigslist.org/apa/d/laguna-beach-extremely-private-location/7210638664.html,Extremely private location. Very nice yard with beautiful ornaments th,"$5,030"
https://orangecounty.craigslist.org/apa/d/anaheim-bedroom-home-for-lease/7210629471.html,5 Bedroom Home for Lease,"$3,990"
https://orangecounty.craigslist.org/apa/d/costa-mesa-executive-paradise-bed/7210450554.html,"Executive Paradise 3 Bed waterfall, Jacuzzi, BBQ","$4,000"
https://orangecounty.craigslist.org/apa/d/mission-viejo-house-for-rent-4500-per/7210442245.html,"House for rent $4,500 per month","$4,500"
https://orangecounty.craigslist.org/apa/d/santa-ana-1br-1ba-house-adu-for-person/7193454740.html,**1BR/1BA House ADU for 1 person (Couple add $100) in Santa Ana,"$1,350"
https://orangecounty.craigslist.org/apa/d/orange-this-house-is-for-rent-7406/7207226674.html,This house is for rent 7406 E White Oak Rdg,"$3,900"
https://orangecounty.craigslist.org/apa/d/san-clemente-open-kitchen-and-great/7193820794.html,open kitchen and great room are brought together by the waterfall edge,"$4,050"
https://orangecounty.craigslist.org/apa/d/huntington-beach-serene-3b-2ba/7210126503.html,Serene 3b 2ba Midcentury Garden Home,"$5,500"
https://orangecounty.craigslist.org/apa/d/orange-studio-apartment-for-rent/7209933504.html,Studio apartment for rent,"$1,000"
https://orangecounty.craigslist.org/apa/d/lake-forest-remodel-homes-houses/7209590953.html,REMODEL HOMES HOUSES,$0
https://orangecounty.craigslist.org/apa/d/garden-grove-beware-with-scamers/7209592066.html,Beware with scamers,$0
https://orangecounty.craigslist.org/apa/d/fullerton-attention-students-and-or/7209563765.html,ATTENTION: Students and/or working professionals home share groups. An,"$2,000"
https://orangecounty.craigslist.org/apa/d/corona-new-luxury-gated-community-pool/7193851855.html,NEW Luxury Gated community w/ pool!,"$2,790"
https://orangecounty.craigslist.org/apa/d/garden-grove-main-st-apt-101-garden/7209476977.html,"12635 Main St Apt 101, Garden Grove,","$1,200"
https://orangecounty.craigslist.org/apa/d/san-juan-capistrano-amazing-ocean-view/7193360723.html,AMAZING OCEAN VIEW SHORT TERM FURNISHED VILLA 4BR 3BA POOL SPA,"$11,000"
https://orangecounty.craigslist.org/apa/d/irvine-new-kitchen-spacious-home-wood/7195854694.html,"New Kitchen, Spacious Home w/ Wood Floors,+Fridge Inc.!!!","$3,500"
https://orangecounty.craigslist.org/apa/d/irvine-extra-large-lot-high-ceiling/7195855675.html,"Extra large lot - High ceiling, dryer and fridge are included","$3,600"
https://orangecounty.craigslist.org/apa/d/anaheim-house-for-rent/7208779554.html,House for rent,"$3,800"
https://orangecounty.craigslist.org/apa/d/cypress-nice-1213-room-in-nice-2200-ft/7208692296.html,nice 12×13 room in nice 2200 ft home,$675
https://orangecounty.craigslist.org/apa/d/newport-coast-spacious-room-for-rent-in/7202308663.html,Spacious room for rent in gorgeous Irvine house,"$1,500"
https://orangecounty.craigslist.org/apa/d/laguna-hills-room-for-rent-for-single/7191296024.html,ROOM FOR RENT for single professional,$860
https://orangecounty.craigslist.org/apa/d/irvine-private-room-in-peaceful-bdrm/7208047318.html,Private room in a peaceful 3 bdrm HOUSE,$790
https://orangecounty.craigslist.org/apa/d/lake-forest-located-in-the-quiet-and/7208052938.html,Located in the quiet and friendly community of Ridgemont,"$1,000"
https://orangecounty.craigslist.org/apa/d/westminster-2br-house-includes/7190878035.html,2Br House - Includes Utilities & Gardner Service,"$2,600"
https://orangecounty.craigslist.org/apa/d/orange-beautiful-single-story-home-for/7207863665.html,Beautiful Single story Home for rent,"$2,950"
https://orangecounty.craigslist.org/apa/d/huntington-beach-two-story-with-solar/7207757632.html,"Two Story with Solar, Air-Conditioning, and Sunroom","$4,500"
https://orangecounty.craigslist.org/apa/d/huntington-beach-darling-cottage-block/7199281638.html,Darling Cottage 1 block to Ocean!,"$4,900"
https://orangecounty.craigslist.org/apa/d/seal-beach-house-in-lovely-beach-town/7207561574.html,"House in lovely beach town -furnished, incl. utility&cable/internet .","$3,410"
https://orangecounty.craigslist.org/apa/d/irvine-irvine-house-for-rent-price/7207471772.html,Irvine House for Rent... Price Reduced...,"$4,100"
https://orangecounty.craigslist.org/apa/d/irvine-turtle-rock-gem/7205473804.html,Turtle Rock Gem,"$4,200"
https://orangecounty.craigslist.org/apa/d/costa-mesa-for-rent-in-costa-mesa/7207280589.html,FOR RENT IN COSTA MESA,"$1,000"
https://orangecounty.craigslist.org/apa/d/capistrano-beach-single-level-home/7207222998.html,Single Level Home Perched Over Pacific Over,"$7,300"
https://orangecounty.craigslist.org/apa/d/laguna-beach-gorgeous-laguna-beach-home/7207218101.html,Gorgeous Laguna Beach Home in a gated community,"$11,000"
https://orangecounty.craigslist.org/apa/d/dana-point-beautiful-laguna-beach-home/7207204369.html,Beautiful Laguna Beach Home with Breathtaking Oceanviews,"$9,500"
https://orangecounty.craigslist.org/apa/d/laguna-niguel-love-5br-home-in/7207195453.html,Love 5BR Home in a Desirable Gated Community,"$5,500"
https://orangecounty.craigslist.org/apa/d/los-alamitos-great-triplex-house-2bd/7190269813.html,"Great Triplex House, 2bd 1ba, laundry hkup, carport, yard","$2,050"
https://orangecounty.craigslist.org/apa/d/laguna-niguel-stunning-luxury-home/7207167012.html,Stunning Luxury Home Located in a Guard Gated Community,"$5,600"
https://orangecounty.craigslist.org/apa/d/laguna-niguel-beautiful-upgraded-laguna/7207151882.html,Beautiful Upgraded Laguna Niguel Home Close to the Beach,"$5,500"
https://orangecounty.craigslist.org/apa/d/laguna-beach-charming-beach-home-with/7207054329.html,Charming Beach Home with Gourmet Kitchen and Walking distance to beach,"$7,500"
https://orangecounty.craigslist.org/apa/d/irvine-house-in-the-great-park/7207038538.html,House in the Great Park,"$3,600"
https://orangecounty.craigslist.org/apa/d/el-toro-luxurious-estate-with-gourmet/7206951337.html,Luxurious Estate with Gourmet Kitchen & Exquisite outside entertaining,"$10,750"
https://orangecounty.craigslist.org/apa/d/laguna-beach-stunning-4br-4ba-home-with/7206934713.html,Stunning 4BR/4BA Home with View and a Pool,"$6,200"
https://orangecounty.craigslist.org/apa/d/orange-1000-private-furnished-bedroom/7190207148.html,$1000 private furnished bedroom for rent *available immediately*,"$1,000"
https://orangecounty.craigslist.org/apa/d/foothill-ranch-beautiful-home-in-irvine/7206928530.html,Beautiful Home  in Irvine,"$5,000"
https://orangecounty.craigslist.org/apa/d/la-mirada-la-mirada-br-ba-house/7206903060.html,La Mirada 3 BR/2 BA House,"$3,050"
https://orangecounty.craigslist.org/apa/d/huntington-beach-perfect-hb-vacation/7206848419.html,Perfect HB Vacation Rental Home for Your Family and Pets,"$6,000"
https://orangecounty.craigslist.org/apa/d/laguna-beach-the-collective-properties/7206829460.html,The Collective Properties- Property Management,$0
https://orangecounty.craigslist.org/apa/d/irvine-charming-bedroom-never-lived-in/7192231860.html,Charming 3 Bedroom NEVER LIVED IN,$649
https://orangecounty.craigslist.org/apa/d/anaheim-looking-for-renters/7206537502.html,LOOKING FOR RENTERS!!!,"$2,500"
https://orangecounty.craigslist.org/apa/d/buena-park-gets-you-into-your-new-home/7206496826.html,$3000-$4000 GETS YOU INTO YOUR NEW HOME,"$2,500"
https://orangecounty.craigslist.org/apa/d/fullerton-renter-qualify-for-down/7206457117.html,RENTER QUALIFY FOR DOWN PAYMENT ASSISTANCE,"$2,500"
https://orangecounty.craigslist.org/apa/d/anaheim-house-for-rent/7206429481.html,House for rent,"$3,200"
https://orangecounty.craigslist.org/apa/d/san-clemente-235-el-portal/7206380786.html,235 W El Portal,"$3,900"
https://orangecounty.craigslist.org/apa/d/la-habra-looking-for-renters/7206363164.html,Looking for Renters,"$2,300"
https://orangecounty.craigslist.org/apa/d/santa-ana-renter-can-use-first-time/7188393200.html,RENTER CAN USE FIRST TIME HOME BUYER PROGRAM WITH $3000-$4000 DOWN!!!,$0
https://orangecounty.craigslist.org/apa/d/irvine-15-larchwood-irvine-ca-house-for/7206111241.html,"15 Larchwood, Irvine, CA 92602 house for rent","$3,900"
https://orangecounty.craigslist.org/apa/d/garden-grove-remodeled-bedroom-house/7206060554.html,Remodeled 2 Bedroom House with Brand New Masterbedroom,"$2,650"
https://orangecounty.craigslist.org/apa/d/ladera-ranch-11-bloomington/7205947323.html,11 Bloomington,"$3,200"
https://orangecounty.craigslist.org/apa/d/san-clemente-2bd-house-a-cprivate-large/7190358961.html,"2BD House w/ A/C*Private, Large Yard *Steps to Beach","$3,200"
https://orangecounty.craigslist.org/apa/d/laguna-beach-elegant-remodeled-bed-bath/7205358659.html,Elegant remodeled 2 bed 2 bath Home Laguna Beach,"$6,350"
https://orangecounty.craigslist.org/apa/d/foothill-ranch-beautiful-home/7187975780.html,BEAUTIFUL HOME,"$4,800"
https://orangecounty.craigslist.org/apa/d/irvine-beautiful-home/7188417715.html,BEAUTIFUL HOME,"$5,000"
https://orangecounty.craigslist.org/apa/d/irvine-beautiful-home/7188425117.html,BEAUTIFUL HOME,"$6,000"
https://orangecounty.craigslist.org/apa/d/anaheim-newly-remodeled-bed-bath-family/7205016049.html,Newly remodeled 3 bed 2 bath family home,"$3,500"
https://orangecounty.craigslist.org/apa/d/anaheim-bedroom-bathroom-guesthouse/7204879630.html,2 bedroom/1 bathroom Guesthouse,"$2,900"
https://orangecounty.craigslist.org/apa/d/orange-beautiful-old-town-craftsman/7202843566.html,Beautiful Old Town Craftsman,"$2,895"
https://orangecounty.craigslist.org/apa/d/do-not-miss-this-opportunity-to-live-in/7204552572.html,Do not miss this opportunity to live in the beautiful Arroyo West comm,$800
https://orangecounty.craigslist.org/apa/d/orange-covid-clean-quiet-walk-bike-to/7204525812.html,COVID CLEAN Quiet Walk/Bike to Chapman U / 4 BR 2 bath,"$3,400"
https://orangecounty.craigslist.org/apa/d/westminster-cheap-rent-for-grand-new/7204178694.html,Cheap rent for Grand New House including utilities- ok for section 8,"$2,200"
https://orangecounty.craigslist.org/apa/d/agoura-hills-house-for-rent/7204041032.html,House For Rent,"$3,750"
https://orangecounty.craigslist.org/apa/d/norwalk-casa-en-mexico/7204013444.html,Casa en Mexico,"$775,000"
https://orangecounty.craigslist.org/apa/d/cypress-great-room-for-rent-in-the-oc/7203929018.html,Great Room for Rent in the O.C. !,"$1,000"
https://orangecounty.craigslist.org/apa/d/irvine-exceptional-home-value/7189424855.html,Exceptional HOME VALUE,$648
